UniversityLabel,AlumnusLabel,EmployerLabel,BirthPlaceLabel,ULocationLabel,OccupationLabel,DateOfDeathLabel,DateOfBirthLabel,FoundationDateLabel,ELocationLabel
Uppsala University,Göran Inger,,,,,,,,
Royal Institute of Technology,Clas Herlin,,,,,,,,
Royal Institute of Technology,Ivar Herlitz,,,,,,,,
Lund University,Gunnar Ingelman,,,,,,,,
Karolinska Institute,Magnus Ingelman-Sundberg,,,,,,,,
Chalmers University of Technology,Mats Hillert,,,,,,,,
Uppsala University,Olov Janse,,,,,,,,
Chalmers University of Technology,Folke Hjalmers,,,,,,,,
Royal Institute of Technology,Frank Hirsch,,,,,,,,
Uppsala University,Johan Jenssen,,,,,,,,
Royal Institute of Technology,Ragnar Hjorth,,,,,,,,
Stockholm University,Claes Janssen,,,,,,,,
Lund University,Christian W. Jansson,,,,,,,,
Chalmers University of Technology,Bert-Inge Hogsved,,,,,,,,
Royal Institute of Technology,Sven von Hofsten,,,,,,,,
Royal Institute of Technology,Lennart Holm,,,,,,,,
Chalmers University of Technology,Erik Holmdal,,,,,,,,
Chalmers University of Technology,Bjarne Holmqvist,,,,,,,,
Royal Institute of Technology,Torsten Holmgren,,,,,,,,
Linköping University,Lars Hultman,,,,,,,,
Chalmers University of Technology,Sven-August Hultin,,,,,,,,
Mid Sweden University,Roger Haddad,,,,,,,,
Royal Institute of Technology,Einar Hultman,,,,,,,,
Royal Institute of Technology,Sten Hummel-Gumaelius,,,,,,,,
Royal Institute of Technology,Curt Hunhammar,,,,,,,,
Chalmers University of Technology,Stephen Hwang,,,,,,,,
Chalmers University of Technology,Torleif Härd,,,,,,,,
Chalmers University of Technology,Lars-Ove Håkansson,,,,,,,,
Royal Institute of Technology,Wilhelm Hök,,,,,,,,
Royal Institute of Technology,Olof Hörmander,,,,,,,,
Royal Institute of Technology,Dan Hörning,,,,,,,,
Royal Institute of Technology,Anders Igel,,,,,,,,
Royal Institute of Technology,Magnus Ingelman-Sundberg,,,,,,,,
Royal Institute of Technology,Martin Ingelman-Sundberg,,,,,,,,
Royal Institute of Technology,David Isaksson,,,,,,,,
Royal Institute of Technology,Seppo Isotalo,,,,,,,,
Chalmers University of Technology,Kenneth Jaldehag,,,,,,,,
Royal Institute of Technology,Gunnar Jancke,,,,,,,,
Umeå University,Thomas Idergard,,,,,,,,
Uppsala University,Alfred Ekström,,,,,,,,
Uppsala University,Lars Engqvist,,,,,,,,
Uppsala University,Thore Engströmer,,,,,,,,
Uppsala University,Carl August Grevesmöhlen,,,,,,,,
Uppsala University,Johan Hemberg,,,,,,,,
Mid Sweden University,Björn Häger,,,,,,,,
Royal Institute of Technology,Karl-Erik Eriksson,,,,,,,,
Uppsala University,Robert Hålén,,,,,,,,
Örebro University,Chris Härenstam,,,,,,,,
Uppsala University,Jan O. Jansson,,,,,,,,
Uppsala University,Per Jansson,,,,,,,,
Lund University,Anders Jarlert,,,,,,,,
Lund University,Håkan Jeppsson,,,,,,,,
Stockholm University,Håkan Jevrell,,,,,,,,
Royal Institute of Technology,Arvid Fuhre,,,,,,,,
Uppsala University,Axel Johansson,,,,,,,,
Uppsala University,Hemming Johansson,,,,,,,,
Uppsala University,Johan Erik Johansson,,,,,,,,
Uppsala University,Q5886854,,,,,,,,
Lund University,Frans August Johansson,,,,,,,,
Lund University,Q5887821,,,,,,,,
Lund University,Q5887964,,,,,,,,
Uppsala University,Bengt Edvard Jonsell,,,,,,,,
Uppsala University,Jan-Åke Jonsson,,,,,,,,
Uppsala University,Henrik Jordahl,,,,,,,,
Stockholm University,Q5892104,,,,,,,,
Uppsala University,Hans Oscar Juel,,,,,,,,
Uppsala University,Jonatan Julén,,,,,,,,
Chalmers University of Technology,Hjalmar Kumlien,,,,,,,,
Stockholm University,Torsten Jovinge,,,,,,,,
Karolinska Institute,Isak Jundell,,,,,,,,
Uppsala University,Otto Järte,,,,,,,,
Uppsala University,Harry Järv,,,,,,,,
Uppsala University,Engelbert Jörlin,,,,,,,,
Royal Institute of Technology,Tryggve Holm,,,,,,,,
Lund University,Martin Jönsson,,,,,,,,
Stockholm University,Mikael Jönsson,,,,,,,,
Uppsala University,Andreas Kalsenius,,,,,,,,
Uppsala University,Salam Karam,,,,,,,,
Stockholm University,Vibjörn Karlén,,,,,,,,
Stockholm University,Jussi Karlgren,,,,,,,,
Lund University,Mattias Karlsson,,,,,,,,
Lund University,Gunnar Karlström,,,,,,,,
Royal Institute of Technology,Jesper Jerkert,,,,,,,,
Uppsala University,Nils Keder,,,,,,,,
Uppsala University,Ernst Jakob Keijser,,,,,,,,
Uppsala University,Gustaf Jakob Keijser,,,,,,,,
Chalmers University of Technology,Erik Johansson,,,,,,,,
Lund University,Arvid Kempe,,,,,,,,
Royal Institute of Technology,Hemming Johansson,,,,,,,,
Uppsala University,Roland Kiessling,,,,,,,,
University of Gothenburg,Bengt Kasemo,,,,,,,,
Royal Institute of Technology,Waldemar Johansson,,,,,,,,
Royal Institute of Technology,Arne Johnson,,,,,,,,
Royal Institute of Technology,Axel Ax:son Johnson,,,,,,,,
Lund University,Hjalmar Kinberg,,,,,,,,
Uppsala University,Q5911156,,,,,,,,
Chalmers University of Technology,Aron Jonason,,,,,,,,
Stockholm University,Martin Kinnunen,,,,,,,,
Uppsala University,Nils Matsson Kiöping,,,,,,,,
Uppsala University,Q5911873,,,,,,,,
Uppsala University,Bo Kjellberg,,,,,,,,
Uppsala University,Lennart Kjellberg,,,,,,,,
Lund University,Bjarne Kirsebom,,,,,,,,
Uppsala University,Knut Kjellmark,,,,,,,,
Stockholm University,Christer Kiselman,,,,,,,,
Royal Institute of Technology,Fredrik Jonson,,,,,,,,
Umeå University,Gunnar Jervas,,,,,,,,
Uppsala University,Q5914516,,,,,,,,
Stockholm University,Q5913675,,,,,,,,
Stockholm University,Dick Kling,,,,,,,,
Royal Institute of Technology,Ingvar Jung,,,,,,,,
Uppsala University,Gustaf Kobb,,,,,,,,
Örebro University,Anders Flodin,,,,,,,,
Högskolan för scen och musik,Paul Bothén,,,,,,,,
Umeå University,Roland S. Johansson,,,,,,,,
Swedish University of Agricultural Sciences,Per Jensen,,,,,,,,
University of Gothenburg,Kent Klich,,,,,,,,
Royal Institute of Technology,Theo Kanter,,,,,,,,
Uppsala University,Q5921706,,,,,,,,
Royal Institute of Technology,Robert Karjel,,,,,,,,
Uppsala University,Erik Kristow,,,,,,,,
Chalmers University of Technology,Georg Karnsund,,,,,,,,
Lund University,Folke von Krusenstjerna,,,,,,,,
Chalmers University of Technology,James Keiller,,,,,,,,
Uppsala University,Carl Anders Kullberg,,,,,,,,
Uppsala University,Q5926186,,,,,,,,
Uppsala University,Ragnar Kumlin,,,,,,,,
Stockholm University,Q5926186,,,,,,,,
Uppsala University,Ulf Kvensler,,,,,,,,
Uppsala University,Björn Körlof,,,,,,,,
Lund University,Per Kågeson,,,,,,,,
Lund University,Pehr Kölmark,,,,,,,,
Uppsala University,Otto Lagercrantz,,,,,,,,
Uppsala University,Nils Gustaf von Lagerheim,,,,,,,,
Karolinska Institute,Jesper Lagergren,,,,,,,,
Stockholm University,Erland Lagerroth,,,,,,,,
Uppsala University,Ole Lamm,,,,,,,,
Uppsala University,Oscar Lamm,,,,,,,,
Chalmers University of Technology,Nils Kjellström,,,,,,,,
Uppsala University,Aasulv Lande,,,,,,,,
Royal Institute of Technology,Jonas Kjellberg,,,,,,,,
Uppsala University,Bengt Landgren,,,,,,,,
Royal Institute of Technology,Sten Kjellgren,,,,,,,,
Royal Institute of Technology,Walter Kjellman,,,,,,,,
Royal Institute of Technology,Henry Kjellson,,,,,,,,
Stockholm University,Jan Peder Lamm,,,,,,,,
Uppsala University,Hugo Osvald,,,,,,,,
Uppsala University,Dan Larhammar,,,,,,,,
Karolinska Institute,Lars Lannfelt,,,,,,,,
Lund University,Göran Larsson,,,,,,,,
Uppsala University,Staffan Larsson,,,,,,,,
Uppsala University,Yngve A. A. Larsson,,,,,,,,
Stockholm University,Q5937911,,,,,,,,
Karolinska Institute,Lars-Erik Larsson,,,,,,,,
University of Gothenburg,Johannes Landgren,,,,,,,,
Stockholm University,Gunnar Larsson-Leander,,,,,,,,
Karolinska Institute,Torvard C. Laurent,,,,,,,,
Lund University,Q5940636,,,,,,,,
University of Gothenburg,Holger Larsen,,,,,,,,
Stockholm University,Ernst Leche,,,,,,,,
University of Gothenburg,Kjell Larsson,,,,,,,,
Chalmers University of Technology,Torsten Kreuger,,,,,,,,
Uppsala University,Hakon Leffler,,,,,,,,
University of Gothenburg,Kåre Larsson,,,,,,,,
University of Gothenburg,Nils-Göran Larsson,,,,,,,,
Uppsala University,Bert Lehrberg,,,,,,,,
University of Gothenburg,Staffan Larsson,,,,,,,,
Swedish University of Agricultural Sciences,Q5908863,,,,,,,,
Uppsala University,Urban Lendahl,,,,,,,,
Uppsala University,Frithiof Lennmalm,,,,,,,,
Lund University,Q5945863,,,,,,,,
Karolinska Institute,Urban Lendahl,,,,,,,,
Stockholm University,Urban Lendahl,,,,,,,,
University of Gothenburg,Folke Leander,,,,,,,,
Mid Sweden University,Mats Jonsson,,,,,,,,
Chalmers University of Technology,Lars Kylberg,,,,,,,,
Uppsala University,Axel Lewenhaupt,,,,,,,,
Uppsala University,Leif Lewin,,,,,,,,
Karolinska Institute,Sten Levander,,,,,,,,
Karolinska Institute,Lennart Levi,,,,,,,,
Chalmers University of Technology,Tomas Kåberger,,,,,,,,
Royal Institute of Technology,Anders Kämpe,,,,,,,,
Uppsala University,Jonas Lidströmer,,,,,,,,
Uppsala University,Lars Liedbeck,,,,,,,,
Lund University,Q5950374,,,,,,,,
Uppsala University,Johan Liljencrantz,,,,,,,,
Uppsala University,Nils Henric Liljensparre,,,,,,,,
Lund University,Lars-Erik Liedholm,,,,,,,,
Lund University,Sven-Eric Liedman,,,,,,,,
Uppsala University,Gustaf Arvid Lilliehöök,,,,,,,,
Lund University,Q5951353,,,,,,,,
Uppsala University,Per Lind,,,,,,,,
Karolinska Institute,Olov Lindahl,,,,,,,,
Uppsala University,Axel Johan Lindblom,,,,,,,,
Uppsala University,Johannes Lindblom,,,,,,,,
Karolinska Institute,Q5953343,,,,,,,,
Örebro University,Freddy Jönsson,,,,,,,,
Royal Institute of Technology,Gustaf Maurits Lamm,,,,,,,,
Royal Institute of Technology,Oscar Lamm,,,,,,,,
Stockholm University,Q5953399,,,,,,,,
Lund University,Hugo Lindberg,,,,,,,,
Uppsala University,Erik Magnus Lindecrantz,,,,,,,,
Lund University,Alexis Eduard Lindblom,,,,,,,,
Lund University,Göran Lindblom,,,,,,,,
Uppsala University,Emanuel Linderholm,,,,,,,,
Stockholm University,Jonas Linde,,,,,,,,
Uppsala University,Ingvar Lindgren,,,,,,,,
Stockholm University,Frans Lindelöw,,,,,,,,
Uppsala University,Q5956725,,,,,,,,
Lund University,Axel Otto Lindfors,,,,,,,,
University of Gothenburg,Sven-Eric Liedman,,,,,,,,
Uppsala University,Ingmar Lindmarker,,,,,,,,
Uppsala University,Paul Lindquist,,,,,,,,
Uppsala University,Abdolrahim Gavahi,,,,,,,,
Uppsala University,Janne Lindqvist Grinde,,,,,,,,
Uppsala University,Adolf Natanael Lindqvist,,,,,,,,
Stockholm University,Q5956272,,,,,,,,
Uppsala University,Gustaf Lindqvist,,,,,,,,
Uppsala University,Hans Lindqvist,,,,,,,,
Uppsala University,Svante Lindqvist,,,,,,,,
Uppsala University,Q5957836,,,,,,,,
Uppsala University,Arne Lindroth,,,,,,,,
Stockholm University,Einar Lindholm,,,,,,,,
Uppsala University,Hjalmar Lindroth,,,,,,,,
Uppsala University,Sten Lindroth,,,,,,,,
Uppsala University,Karl August Harald Smith,,,,,,,,
Uppsala University,Carl Albert Lindström,,,,,,,,
Uppsala University,Bengt Lindwall,,,,,,,,
Lund University,Stefan Lindskog,,,,,,,,
Royal Institute of Technology,Joel Larsson,,,,,,,,
Stockholm University,Erik R. Lindström,,,,,,,,
Chalmers University of Technology,Stig Larsson,,,,,,,,
Lund University,Per Lindström,,,,,,,,
Royal Institute of Technology,Mauritz Larsson,,,,,,,,
Stockholm University,Kent Kainulainen,,,,,,,,
Royal Institute of Technology,Ulf Larsson,,,,,,,,
Uppsala University,Stig-Björn Ljunggren,,,,,,,,
Lund University,Lennart Ljung,,,,,,,,
Stockholm University,Magnus Ljunggren,,,,,,,,
Royal Institute of Technology,Tore Lauritzson,,,,,,,,
Lund University,Ludvig Ljungman,,,,,,,,
Uppsala University,Yngve Lorents,,,,,,,,
Uppsala University,Christian Lovén,,,,,,,,
Uppsala University,Q5965102,,,,,,,,
Royal Institute of Technology,Hakon Leffler,,,,,,,,
Uppsala University,Holger A. Lundberg,,,,,,,,
Chalmers University of Technology,Mats Leijon,,,,,,,,
Royal Institute of Technology,Bo Lehnert,,,,,,,,
Uppsala University,Johan August Lundell,,,,,,,,
Uppsala University,Nils Wilhelm Lundequist,,,,,,,,
Uppsala University,Hjalmar Lundgren,,,,,,,,
Lund University,Q5965794,,,,,,,,
Karolinska Institute,Q5965794,,,,,,,,
Uppsala University,Michael Lundholm,,,,,,,,
Uppsala University,Claës Lundin,,,,,,,,
Uppsala University,Carolus Lundius,,,,,,,,
Lund University,Axel Lundegård,,,,,,,,
Royal Institute of Technology,Harald Lemke,,,,,,,,
Uppsala University,Nils Lundqvist,,,,,,,,
Uppsala University,Stig Lundqvist,,,,,,,,
Uppsala University,Göran Lundstedt,,,,,,,,
Uppsala University,Axel N. Lundström,,,,,,,,
Royal Institute of Technology,Einar Lenngren,,,,,,,,
Uppsala University,Vilhelm Lundström,,,,,,,,
Stockholm University,Gösta Lundqvist,,,,,,,,
Stockholm University,Jan Lundqvist,,,,,,,,
Stockholm University,Thomas Lundqvist,,,,,,,,
Uppsala University,Frits Läffler,,,,,,,,
Uppsala University,Jan Löfberg,,,,,,,,
Uppsala University,Einar Löfstedt,,,,,,,,
Uppsala University,Einar Löfstedt den yngre,,,,,,,,
Uppsala University,Lars Lönnroth,,,,,,,,
Royal Institute of Technology,Alarik Liedbeck,,,,,,,,
Stockholm University,Tord Magnuson,,,,,,,,
University of Gothenburg,Kennet Lundin,,,,,,,,
Royal Institute of Technology,Ragnar Liljeblad,,,,,,,,
University of Gothenburg,Ulf Lundin,,,,,,,,
Uppsala University,Q5973585,,,,,,,,
Uppsala University,Ivar Malmer,,,,,,,,
Royal Institute of Technology,Rudolf Lilljeqvist,,,,,,,,
Chalmers University of Technology,Göran Lindahl,,,,,,,,
Uppsala University,Bernhard Elis Malmström,,,,,,,,
Chalmers University of Technology,Ingolf Lindau,,,,,,,,
Royal Institute of Technology,Per Axel Ludvig Lindahl,,,,,,,,
Lund University,Ivar Malmer,,,,,,,,
Lund University,Eve Malmquist,,,,,,,,
Stockholm University,Q5973890,,,,,,,,
Uppsala University,Q5975067,,,,,,,,
Uppsala University,Otto Mannheimer,,,,,,,,
Lund University,Frans Malmros,,,,,,,,
Chalmers University of Technology,Anders Lindblad,,,,,,,,
University of Gothenburg,Anders Lönnbro,,,,,,,,
Royal Institute of Technology,Bo Lindell,,,,,,,,
Royal Institute of Technology,Arthur Lindén,,,,,,,,
Uppsala University,Gunnar Markesjö,,,,,,,,
Uppsala University,Gabriel Marklin,,,,,,,,
Royal Institute of Technology,Gustaf Lindgren,,,,,,,,
Royal Institute of Technology,Ingvar Lindgren,,,,,,,,
Royal Institute of Technology,Svante Lindqvist,,,,,,,,
Royal Institute of Technology,Svante Lindqvist,,,,,,,,
Royal Institute of Technology,John Lindros,,,,,,,,
Örebro University,Nikolaus Koutakis,,,,,,,,
Lund University,Roland Poirier Martinsson,,,,,,,,
Stockholm University,Indrek Martinson,,,,,,,,
Uppsala University,Johannes Matthiae Gothus,,,,,,,,
Stockholm University,Ove Mattsson,,,,,,,,
Royal Institute of Technology,Svante Linusson,,,,,,,,
University of Gothenburg,Göran Marby,,,,,,,,
Royal Institute of Technology,Krister Littorin,,,,,,,,
Royal Institute of Technology,Gregory Ljungberg,,,,,,,,
Royal Institute of Technology,Karl-Gustaf Ljungdahl,,,,,,,,
Royal Institute of Technology,Nils Ljungzell,,,,,,,,
Uppsala University,Q5983607,,,,,,,,
Uppsala University,Daniel Melanderhjelm,,,,,,,,
Uppsala University,Karl Alfred Melin,,,,,,,,
Lund University,Q5983607,,,,,,,,
Lund University,Q5983740,,,,,,,,
Lund University,Patrick Meurling,,,,,,,,
Royal Institute of Technology,Holger A. Lundberg,,,,,,,,
Royal Institute of Technology,Folke Lundeberg,,,,,,,,
Umeå University,Leif Lindmark,,,,,,,,
Lund University,Anders Mildner,,,,,,,,
Royal Institute of Technology,Sten Lundin,,,,,,,,
Chalmers University of Technology,Ingemar Lundström,,,,,,,,
Royal Institute of Technology,Nils-Henrik Lundquist,,,,,,,,
Royal Institute of Technology,Stig Lundquist,,,,,,,,
Royal Institute of Technology,Åke Lundqvist,,,,,,,,
Royal Institute of Technology,Björn Lundvall,,,,,,,,
Uppsala University,Carl-Allan Moberg,,,,,,,,
Royal Institute of Technology,Sten Luthander,,,,,,,,
Royal Institute of Technology,Gösta Luthman,,,,,,,,
Umeå University,Staffan Ling,,,,,,,,
Royal Institute of Technology,Alf Lysholm,,,,,,,,
Royal Institute of Technology,Erik Löfgren,,,,,,,,
Linköping University,Jan Malm,,,,,,,,
Royal Institute of Technology,Carl Jacob Magnell,,,,,,,,
Royal Institute of Technology,Gunnar Magnuson,,,,,,,,
Royal Institute of Technology,Gösta Malm,,,,,,,,
University of Gothenburg,Conny Mithander,,,,,,,,
Uppsala University,Henrik Munthe,,,,,,,,
Umeå University,Matthew Matics,,,,,,,,
Lund University,Thomas Munck af Rosenschöld,,,,,,,,
Lund University,Johan Munck,,,,,,,,
Umeå University,Rickard Lundin,,,,,,,,
Royal Institute of Technology,Gunnar Markesjö,,,,,,,,
Royal Institute of Technology,Rutger Martin-Löf,,,,,,,,
Royal Institute of Technology,Sverker Martin-Löf,,,,,,,,
Uppsala University,Erik Gabrielsson Emporagrius,,,,,,,,
Stockholm University,Karl-Göran Mäler,,,,,,,,
Uppsala University,Tommy Möller,,,,,,,,
Uppsala University,Adolf Mörner,,,,,,,,
Uppsala University,Adolf Göran Mörner,,,,,,,,
Royal Institute of Technology,Einar Mattsson,,,,,,,,
Uppsala University,Julius Oscar Mörner,,,,,,,,
Uppsala University,Karl Mörner,,,,,,,,
Uppsala University,Ludvig Carlsson Mörner,,,,,,,,
Lund University,Hjalmar August Möller,,,,,,,,
Lund University,Q6001275,,,,,,,,
Uppsala University,Anders Narvinger,,,,,,,,
University of Gothenburg,Mari Källersjö,,,,,,,,
Stockholm University,Bertel Nathhorst,,,,,,,,
Uppsala University,Wilhelm Netzel,,,,,,,,
Royal Institute of Technology,Carl Meurling,,,,,,,,
Luleå University of Technology,Johannes Liedbergius,,,,,,,,
Royal Institute of Technology,Curt Mileikowsky,,,,,,,,
Uppsala University,K.G. Nilson,,,,,,,,
Uppsala University,Bertil Nilsson,,,,,,,,
Uppsala University,Ferdinand Nilsson,,,,,,,,
Uppsala University,Jan Nilsson,,,,,,,,
Lund University,Dan-Eric Nilsson,,,,,,,,
Uppsala University,Per-Erik Nilsson,,,,,,,,
Lund University,Lars-Åke Nilsson,,,,,,,,
Royal Institute of Technology,Håkan Mogren,,,,,,,,
Royal Institute of Technology,Mats Erik Molander,,,,,,,,
Uppsala University,Petter Nobelius,,,,,,,,
Uppsala University,Jonas Nordenson,,,,,,,,
Stockholm University,Tord O:son Nordberg,,,,,,,,
Uppsala University,Daniel Nordlander,,,,,,,,
Uppsala University,Nils Nordlander,,,,,,,,
Stockholm University,Ola Nordebo,,,,,,,,
Lund University,Q6014870,,,,,,,,
Uppsala University,Q6015990,,,,,,,,
Uppsala University,Lars G. Nordström,,,,,,,,
Stockholm University,Magnus Norell,,,,,,,,
Uppsala University,Vitalis Norström,,,,,,,,
University of Gothenburg,Q6011871,,,,,,,,
Lund University,Richard Normann,,,,,,,,
Lund University,Paul Norrby,,,,,,,,
University of Gothenburg,Anders Nodin,,,,,,,,
Uppsala University,Carl Rupert Nyblom,,,,,,,,
Uppsala University,Leif Nylén,,,,,,,,
Stockholm University,Marcus Nyblom,,,,,,,,
Uppsala University,Q6020604,,,,,,,,
Uppsala University,Reinhold Näsman,,,,,,,,
Uppsala University,Per-Göran Näss,,,,,,,,
Chalmers University of Technology,Magnus Månsson,,,,,,,,
Stockholm University,Pål Nyrén,,,,,,,,
Uppsala University,Hugo Odeberg,,,,,,,,
Uppsala University,Sven Odén,,,,,,,,
Mid Sweden University,Göran Lundstedt,,,,,,,,
Lund University,Erik Ohlsson,,,,,,,,
Royal Institute of Technology,Sigurd Nauckhoff,,,,,,,,
Lund University,Ernst Olbers,,,,,,,,
Uppsala University,Ulf Peder Olrog,,,,,,,,
Karolinska Institute,Q6024871,,,,,,,,
Lund University,Q6025004,,,,,,,,
Lund University,Anders Oljelund,,,,,,,,
Uppsala University,Henry Olsson,,,,,,,,
Lund University,Q6027021,,,,,,,,
Uppsala University,Gunnar Oom,,,,,,,,
Lund University,Per Ola Olsson,,,,,,,,
Royal Institute of Technology,Curt Nicolin,,,,,,,,
Uppsala University,Lars Orrhage,,,,,,,,
Stockholm University,Jens Orback,,,,,,,,
Linköping University,Peter Nilsson,,,,,,,,
Royal Institute of Technology,Björn Nilsson,,,,,,,,
Royal Institute of Technology,Björn O. Nilsson,,,,,,,,
Royal Institute of Technology,Folke Nilsson,,,,,,,,
Chalmers University of Technology,Larsgunnar Nilsson,,,,,,,,
Uppsala University,Bo Utas,,,,,,,,
Royal Institute of Technology,Mikael Nilsson,,,,,,,,
Uppsala University,Magnus Becchius Palmcrantz,,,,,,,,
Uppsala University,Rutger Palme,,,,,,,,
Uppsala University,Sven Ulric Palme,,,,,,,,
Uppsala University,Carl-Fredrik Palmstierna,,,,,,,,
Stockholm University,Hynek Pallas,,,,,,,,
Lund University,Thede Palm,,,,,,,,
Lund University,Henrik Palme,,,,,,,,
Royal Institute of Technology,Sven Nordengren,,,,,,,,
Chalmers University of Technology,Peter Nordin,,,,,,,,
Royal Institute of Technology,Hugo Nordström,,,,,,,,
Royal Institute of Technology,Q6016200,,,,,,,,
Royal Institute of Technology,Lars Nordström,,,,,,,,
Royal Institute of Technology,Ärland Noreen,,,,,,,,
Royal Institute of Technology,Anders Norén,,,,,,,,
Uppsala University,Johan Pehrson,,,,,,,,
University of Gothenburg,Gunno Palmquist,,,,,,,,
Royal Institute of Technology,Oskar Nygren,,,,,,,,
Uppsala University,Anders Perklev,,,,,,,,
Royal Institute of Technology,Pål Nyrén,,,,,,,,
Stockholm University,Q6041808,,,,,,,,
Lund University,Bengt-Arne Person,,,,,,,,
Royal Institute of Technology,Axel Odelberg,,,,,,,,
Royal Institute of Technology,Per Odelberg,,,,,,,,
Umeå University,Erik Niva,,,,,,,,
Lund University,Q6042970,,,,,,,,
Lund University,Q6043286,,,,,,,,
Uppsala University,Q6045111,,,,,,,,
Uppsala University,Per-Gustaf Peterson,,,,,,,,
Uppsala University,Thomas Peterssohn,,,,,,,,
Uppsala University,Peter Petersson,,,,,,,,
Uppsala University,Walfrid Petersson,,,,,,,,
Uppsala University,Aeschillus Petraeus,,,,,,,,
Uppsala University,Thore Petre,,,,,,,,
Uppsala University,Gustaf Petrén,,,,,,,,
Uppsala University,Q6046012,,,,,,,,
Umeå University,Sture Nordh,,,,,,,,
Royal Institute of Technology,Ivar Oldenburg,,,,,,,,
Royal Institute of Technology,Magnus Oledal,,,,,,,,
Royal Institute of Technology,Wilhelm Olivecrona,,,,,,,,
Umeå University,Dag Nordmark,,,,,,,,
Umeå University,Nicke Nordmark,,,,,,,,
Royal Institute of Technology,Jan Ollner,,,,,,,,
Lund University,Q6045949,,,,,,,,
Uppsala University,Lars Pettersson,,,,,,,,
Uppsala University,Otto Pettersson,,,,,,,,
Royal Institute of Technology,Magnus Olofsson,,,,,,,,
Uppsala University,Adolph Phalén,,,,,,,,
Umeå University,Staffan Normark,,,,,,,,
Umeå University,Svante Norrhem,,,,,,,,
Chalmers University of Technology,Sven Olving,,,,,,,,
Uppsala University,Anders Planman,,,,,,,,
Uppsala University,Erik Planting-Gyllenbåga,,,,,,,,
Swedish University of Agricultural Sciences,Magnus Nordquist,,,,,,,,
Uppsala University,Gabriel Polhem,,,,,,,,
Uppsala University,Magnus Martin af Pontin,,,,,,,,
Uppsala University,Jerker Porath,,,,,,,,
Stockholm University,Jan Prawitz,,,,,,,,
Umeå University,Q6025968,,,,,,,,
Uppsala University,Johan Claesson Prytz,,,,,,,,
Swedish University of Agricultural Sciences,Victor Odelberg,,,,,,,,
Chalmers University of Technology,Gerhard Paulson,,,,,,,,
Uppsala University,Q6059377,,,,,,,,
Uppsala University,Nils Quensel,,,,,,,,
Uppsala University,Wlodek Rabinowicz,,,,,,,,
Royal Institute of Technology,Fritz Pegelow,,,,,,,,
Lund University,Aleksander Radler,,,,,,,,
Uppsala University,Lars Ramqvist,,,,,,,,
Stockholm University,Sigurd Rahmqvist,,,,,,,,
Lund University,Q6062361,,,,,,,,
Uppsala University,Lars Rask,,,,,,,,
Lund University,Q6062889,,,,,,,,
Chalmers University of Technology,Per-Anders Persson,,,,,,,,
Lund University,Q6063607,,,,,,,,
Uppsala University,Johan Reenstierna,,,,,,,,
Lund University,Carl Göran Regnéll,,,,,,,,
Stockholm University,Gösta Rehn,,,,,,,,
Royal Institute of Technology,Ove Pettersson,,,,,,,,
Uppsala University,Carl Reuterskiöld,,,,,,,,
Uppsala University,Gunnar Rexius,,,,,,,,
Lund University,Patrick Reslow,,,,,,,,
Uppsala University,Johannes Haquini Rhezelius,,,,,,,,
Uppsala University,Gustaf Ribbing,,,,,,,,
Uppsala University,Sigurd Ribbing,,,,,,,,
Lund University,Gustaf Ribbing,,,,,,,,
Örebro University,Lars-Axel Nordell,,,,,,,,
Uppsala University,Richard Ringmar,,,,,,,,
Stockholm University,Per Ola Karis,,,,,,,,
Stockholm University,Erland Ringborg,,,,,,,,
Umeå University,Olle Persson,,,,,,,,
Stockholm University,Nicolaus Rockberger,,,,,,,,
Stockholm University,Johan Rockström,,,,,,,,
Lund University,Henning Rodhe,,,,,,,,
Uppsala University,Axel Romdahl,,,,,,,,
Uppsala University,Erik Rooth,,,,,,,,
Stockholm University,Lars-Gunnar Romell,,,,,,,,
Uppsala University,Q6079138,,,,,,,,
Uppsala University,Gabriel Rosén,,,,,,,,
Uppsala University,Reinhold von Rosen,,,,,,,,
Uppsala University,Eberhard Rosenblad,,,,,,,,
Uppsala University,Q6079836,,,,,,,,
Uppsala University,Schering Rosenhane,,,,,,,,
Royal Institute of Technology,Sven Pyk,,,,,,,,
Uppsala University,Nils von Rosenstein,,,,,,,,
Lund University,Bengt Rosén,,,,,,,,
Lund University,Måns Rosén,,,,,,,,
Lund University,Sophus von Rosen,,,,,,,,
Karlstad University,Billy Olsson,,,,,,,,
Karolinska Institute,Henrik Viktor Rosendahl,,,,,,,,
Stockholm University,Björn Rosengren,,,,,,,,
Karolinska Institute,Hugo Rosenqvist,,,,,,,,
Lund University,Curt Roslund,,,,,,,,
Royal Institute of Technology,Birger Qvarnström,,,,,,,,
Stockholm University,Ishtiaq Ahmed,,,,,,,,
Uppsala University,Elias Wilhelm Ruda,,,,,,,,
Uppsala University,Sten Rudberg,,,,,,,,
Uppsala University,Carl Rudenschöld,,,,,,,,
Uppsala University,Nils Runeby,,,,,,,,
Royal Institute of Technology,Sten Ramel,,,,,,,,
Royal Institute of Technology,Arthur Ramén,,,,,,,,
Lund University,Henrik Ruhe,,,,,,,,
Lund University,Olof Ruin,,,,,,,,
Chalmers University of Technology,Peter Rangmar,,,,,,,,
Stockholm University,Lars Runsten,,,,,,,,
